,21146415
+NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,442
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,433
+NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,432
+NAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,426
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,423
+NAME+DOB+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,423
+PNAME+PHONE+DRLIC+PASSPORT+LOGIN_ID,420
+PNAME+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,410
+DOB+PHONE+SSN+LOGIN_ID,408
+NAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,408
+SURNAME+DOB+PHONE+SSN+PASSPORT,402
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,399
+PNAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,394
+PNAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,393
+PNAME+DOB+ADDRESS+PASSPORT+LOGIN_ID,390
+LIKELY_NAME+ADDRESS+PHONE+SSN,390
+PNAME+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,384
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,380
+NAME+DOB+PASSPORT+LOGIN_ID+ACCT_NUM,378
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,377
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,366
+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,360
+PNAME+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,359
+PNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,358
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,358
+PNAME+DOB+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,356
+DOB+PHONE+SSN+DRLIC+PASSPORT,355
+NAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,349
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+ACCT_NUM,342
+NAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,342
+PNAME+DOB+DRLIC+PASSPORT+ACCT_NUM,340
+PNAME+DOB+SSN+PASSPORT+LOGIN_ID,337
+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,333
+NAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,331
+PNAME+DOB+PASSPORT+LOGIN_ID,328
+PNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,323
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,319
+PNAME+DOB+SSN+DRLIC+PASSPORT+ACCT_NUM,315
+PNAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,310
+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,307
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,273
+PNAME+SSN+DRLIC+PASSPORT+LOGIN_ID,272
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,272
+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,267
+NAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,267
+SURNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,267
+SURNAME+DOB+ADDRESS+SSN+DRLIC,264
+NAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,253
+SURNAME+DOB+ADDRESS+SSN+ACCT_NUM,250
+NAME+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,250
+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,247
+PNAME+DOB+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,244
+PNAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,242
+PNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,242
+SURNAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,238
+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,229
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,225
+NAME+DOB+DRLIC+PASSPORT+LOGIN_ID,223
+NAME+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,218
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,217
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,214
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,210
+PNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,207
+DOB+ADDRESS+SSN+LOGIN_ID,204
+SURNAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,197
+NAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID,197
+PNAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,195
+SURNAME+DOB+ADDRESS+SSN+PASSPORT,194
+NAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,193
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,192
+PNAME+DOB+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,191
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,190
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,190
+PNAME+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,190
+DOB+ADDRESS+SSN+DRLIC+PASSPORT,189
+PNAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,180
+PNAME+DOB+DRLIC+LOGIN_ID+ACCT_NUM,178
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,175
+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,175
+PNAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID,171
+LIKELY_NAME+ADDRESS+PHONE+SSN+ACCT_NUM,170
+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,170
+PNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,170
+LIKELY_NAME+ADDRESS+PHONE+ACCT_NUM,169
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,169
+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,165
+DOB+PHONE+SSN+DRLIC+LOGIN_ID,164
+SURNAME+DOB+PHONE+SSN+LOGIN_ID,158
+PNAME+DOB+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,152
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN,152
+SURNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,149
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,144
+PNAME+DOB+PASSPORT+LOGIN_ID+ACCT_NUM,143
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT,142
+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,141
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,141
+PNAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,134
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC,128
+LIKELY_NAME+DOB+ADDRESS+PHONE,124
+NAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,121
+SURNAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,118
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,117
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,114
+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,111
+PNAME+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,111
+PNAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,105
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT,104
+PNAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID,102
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,98
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,97
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,96
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,96
+PNAME+DOB+DRLIC+PASSPORT+LOGIN_ID,93
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,93
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,92
+NAME+DOB+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,90
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,90
+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,89
+LIKELY_NAME+DOB+PHONE+SSN,87
+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,85
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT,83
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,81
+PNAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,76
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,73
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,72
+NAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,71
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,70
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,67
+LIKELY_NAME+ADDRESS+PHONE+DRLIC,67
+LIKELY_NAME+DOB+SSN,67
+SURNAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,65
+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,64
+LIKELY_NAME+DOB+ADDRESS+SSN,63
+LIKELY_NAME+DOB+ADDRESS+PHONE+ACCT_NUM,62
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,61
+LIKELY_NAME+DOB+PHONE+SSN+ACCT_NUM,61
+SURNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,59
+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,58
+SURNAME+ADDRESS+PHONE+SSN,58
+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,58
+SURNAME+DOB+ADDRESS+SSN+LOGIN_ID,55
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC,52
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,51
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT,50
+LIKELY_NAME+ADDRESS+PHONE+LOGIN_ID,50
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,49
+PNAME+DOB+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,46
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,45
+SURNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,45
+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,44
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC,40
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+ACCT_NUM,40
+LIKELY_NAME+DOB+ADDRESS+SSN+ACCT_NUM,39
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT+ACCT_NUM,38
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT,37
+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,37
+SURNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,36
+PNAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,36
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,36
+LIKELY_NAME+ADDRESS+PHONE+SSN+LOGIN_ID,36
+LIKELY_NAME+DOB+SSN+ACCT_NUM,35
+SURNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,34
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,34
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT,33
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC,33
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,33
+SURNAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,33
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,30
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,28
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,27
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT,26
+SURNAME+ADDRESS+PHONE+SSN+ACCT_NUM,26
+LIKELY_NAME+DOB+PHONE+SSN+LOGIN_ID,25
+LIKELY_NAME+DOB+SSN+DRLIC,25
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,24
+LIKELY_NAME+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,23
+SURNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,23
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,22
+SURNAME+ADDRESS+PHONE+ACCT_NUM,21
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM,21
+LIKELY_NAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,21
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,20
+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,20
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,20
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC,20
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,19
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,19
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,18
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT,18
+LIKELY_NAME+DOB+SSN+PASSPORT,17
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,16
+SURNAME+DOB+ADDRESS+PHONE,16
+LIKELY_NAME+DOB+ADDRESS+PHONE+LOGIN_ID,15
+SURNAME+DOB+ADDRESS+PHONE+ACCT_NUM,15
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,14
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+LOGIN_ID,14
+LIKELY_NAME+DOB+ADDRESS+SSN+PASSPORT,13
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,13
+NAME+ADDRESS+PHONE+SSN-DRLIC,13
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,13
+LIKELY_NAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,13
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,13
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,13
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID,13
+LIKELY_NAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,11
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+PASSPORT,11
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,11
+SURNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,10
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT,10
+LIKELY_NAME+DOB+SSN+DRLIC+ACCT_NUM,10
+LIKELY_NAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,10
+SURNAME+ADDRESS+PHONE+SSN+DRLIC,10
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,10
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT,10
+SURNAME+DOB+ADDRESS+PHONE+DRLIC,9
+SURNAME+DOB+SSN,9
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,9
+NAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,8
+NAME+DOB+ADDRESS+PHONE+SSN-DRLIC,8
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,8
+NAME+ADDRESS+SSN-DRLIC,8
+NAME+PHONE+SSN-DRLIC,8
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,8
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,8
+SURNAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,8
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID,8
+LIKELY_NAME+DOB+SSN+LOGIN_ID,8
+SURNAME+ADDRESS+PHONE+PASSPORT+ACCT_NUM,8
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,8
+LIKELY_NAME+DOB+SSN+DRLIC+PASSPORT,7
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,7
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,7
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,7
+LIKELY_NAME+DOB+SSN+PASSPORT+ACCT_NUM,7
+SURNAME+ADDRESS+PHONE+SSN+LOGIN_ID,7
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,7
+SURNAME+ADDRESS+PHONE+DRLIC,7
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,6
+NAME+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,6
+NAME+PHONE+SSN+ACCT_NUM-DRLIC,6
+SURNAME+ADDRESS+PHONE+LOGIN_ID,6
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID,6
+LIKELY_NAME+DOB+SSN+LOGIN_ID+ACCT_NUM,6
+LIKELY_NAME+DOB+ADDRESS+SSN+LOGIN_ID,6
+NAME+DOB+PHONE+SSN-DRLIC,6
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT-DRLIC,6
+SURNAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,6
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,6
+SURNAME+DOB+ADDRESS+PHONE+PASSPORT,5
+SURNAME+ADDRESS+PHONE+DRLIC+ACCT_NUM,5
+LOGIN_ID,5
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,5
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,5
+NAME+ADDRESS+SSN+ACCT_NUM-DRLIC,5
+NAME+PHONE+SSN+PASSPORT-DRLIC,5
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-DRLIC,5
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,5
+SURNAME+ADDRESS+PHONE+PASSPORT,5
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,4
+LIKELY_NAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,4
+NAME+DOB+SSN-DRLIC,4
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,4
+NAME+DOB+ADDRESS+SSN-DRLIC,4
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,4
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,4
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,4
+NAME+DOB+PHONE+LOGIN_ID-DRLIC,4
+NAME+DOB+PHONE+SSN+ACCT_NUM-DRLIC,4
+NAME+DOB+SSN+ACCT_NUM-DRLIC,3
+NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID-DRLIC,3
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,3
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,3
+SURNAME+DOB+SSN+PASSPORT,3
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,3
+NAME+ADDRESS+PHONE+SSN+PASSPORT-DRLIC,3
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,3
+SURNAME+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,3
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,3
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,3
+SURNAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID,3
+NAME+DOB+ADDRESS+SSN+ACCT_NUM-DRLIC,3
+SURNAME+ADDRESS+PHONE+DRLIC+LOGIN_ID,3
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,3
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,3
+LIKELY_NAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,2
+PNAME+DOB+ADDRESS+SSN+LOGIN_ID-DRLIC,2
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,2
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,2
+PNAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,2
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,2
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,2
+LIKELY_NAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,2
+NAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,2
+NAME+ADDRESS+SSN+LOGIN_ID-DRLIC,2
+NAME+DOB+ADDRESS+ACCT_NUM-DRLIC,2
+NAME+DOB+ADDRESS+PASSPORT+ACCT_NUM-DRLIC,2
+NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM-DRLIC,2
+SSN+ACCT_NUM,2
+SURNAME+ADDRESS+PHONE+DRLIC+PASSPORT,2
+SURNAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,2
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,2
+SURNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,2
+SURNAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,2
+SURNAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,2
+NAME+DOB+ADDRESS+SSN+LOGIN_ID-DRLIC,2
+NAME+DOB+PHONE+ACCT_NUM-SSN,2
+SURNAME+DOB+SSN+ACCT_NUM,2
+SURNAME+DOB+SSN+DRLIC,2
+SURNAME+DOB+SSN+LOGIN_ID,2
+SURNAME+DOB+SSN+LOGIN_ID+ACCT_NUM,2
+SURNAME+DOB+SSN+PASSPORT+ACCT_NUM,2
+PHONE+PASSPORT,1
+PHONE+LOGIN_ID,1
+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,1
+SSN+DRLIC,1
+NAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM-DRLIC,1
+NAME+DOB+ADDRESS+PHONE+LOGIN_ID-DRLIC,1
+NAME+DOB+ADDRESS+PASSPORT-DRLIC,1
+PNAME+DOB+ADDRESS+SSN-DRLIC,1
+NAME+DOB+ADDRESS+LOGIN_ID+ACCT_NUM-SSN-PASSPORT,1
+NAME+DOB+ADDRESS+DRLIC-SSN,1
+NAME+DOB+ADDRESS+SSN-PASSPORT,1
+NAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM-DRLIC,1
+ADDRESS+PHONE+SSN+DRLIC,1
+NAME+DOB+PHONE+ACCT_NUM-DRLIC,1
+NAME+ADDRESS+SSN+PASSPORT+ACCT_NUM-DRLIC,1
+NAME+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,1
+ADDRESS+PHONE+SSN+ACCT_NUM,1
+PNAME+DOB+ADDRESS+SSN+PASSPORT-DRLIC,1
+NAME+PHONE+SSN-PASSPORT,1
+NAME+PHONE+SSN+LOGIN_ID-DRLIC,1
+NAME+ADDRESS+SSN-PASSPORT,1
+NAME+ADDRESS+PHONE+SSN+LOGIN_ID-DRLIC,1
+NAME+DOB+PHONE+LOGIN_ID+ACCT_NUM-SSN,1
+NAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM-DRLIC,1
+NAME+ADDRESS+PHONE+SSN-DOB-DRLIC-PASSPORT,1
+ADDRESS+PHONE+PASSPORT+ACCT_NUM,1
+NAME+ADDRESS+PHONE+SSN-DOB,1
+LIKELY_NAME+DOB+SSN+PASSPORT+LOGIN_ID,1
+NAME+DOB+PHONE+PASSPORT-SSN,1
+LIKELY_NAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID,1
+LIKELY_NAME+DOB+SSN+DRLIC+PASSPORT+ACCT_NUM,1
+LIKELY_NAME+DOB+SSN+DRLIC+LOGIN_ID,1
+ADDRESS+PHONE+SSN,1
+PNAME+DOB+SSN+PASSPORT+ACCT_NUM-DRLIC,1
+NAME+DOB+PHONE+SSN+LOGIN_ID-DRLIC,1
+PNAME+DOB+PHONE+SSN+PASSPORT-DRLIC,1
