,21145172
+NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,448
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,437
+NAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,425
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,425
+NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,424
+NAME+DOB+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,423
+PNAME+PHONE+DRLIC+PASSPORT+LOGIN_ID,423
+PNAME+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,412
+DOB+PHONE+SSN+LOGIN_ID,411
+NAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,411
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,400
+SURNAME+DOB+PHONE+SSN+PASSPORT,399
+PNAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,395
+PNAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,394
+PNAME+DOB+ADDRESS+PASSPORT+LOGIN_ID,386
+LIKELY_NAME+ADDRESS+PHONE+SSN,385
+PNAME+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,376
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,373
+NAME+DOB+PASSPORT+LOGIN_ID+ACCT_NUM,373
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,372
+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,367
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,358
+PNAME+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,357
+PNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,357
+PNAME+DOB+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,355
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,354
+DOB+PHONE+SSN+DRLIC+PASSPORT,353
+NAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,348
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+ACCT_NUM,340
+NAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,338
+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,336
+PNAME+DOB+DRLIC+PASSPORT+ACCT_NUM,333
+PNAME+DOB+SSN+PASSPORT+LOGIN_ID,333
+NAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,330
+PNAME+DOB+PASSPORT+LOGIN_ID,324
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,318
+PNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,318
+PNAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,312
+PNAME+DOB+SSN+DRLIC+PASSPORT+ACCT_NUM,308
+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,304
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,273
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,272
+PNAME+SSN+DRLIC+PASSPORT+LOGIN_ID,271
+SURNAME+DOB+ADDRESS+SSN+DRLIC,269
+SURNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,267
+NAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,264
+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,264
+NAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,255
+SURNAME+DOB+ADDRESS+SSN+ACCT_NUM,253
+NAME+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,249
+PNAME+DOB+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,246
+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,245
+PNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,241
+PNAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,238
+SURNAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,229
+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,225
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,222
+NAME+DOB+DRLIC+PASSPORT+LOGIN_ID,221
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,217
+NAME+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,217
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,214
+PNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,209
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,207
+DOB+ADDRESS+SSN+LOGIN_ID,201
+NAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID,197
+SURNAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,197
+NAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,194
+SURNAME+DOB+ADDRESS+SSN+PASSPORT,194
+PNAME+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,193
+PNAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,193
+PNAME+DOB+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,190
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,188
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,186
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,185
+DOB+ADDRESS+SSN+DRLIC+PASSPORT,182
+PNAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,180
+PNAME+DOB+DRLIC+LOGIN_ID+ACCT_NUM,180
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,174
+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,174
+PNAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID,172
+PNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,170
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,169
+LIKELY_NAME+ADDRESS+PHONE+SSN+ACCT_NUM,168
+DOB+PHONE+SSN+DRLIC+LOGIN_ID,167
+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,167
+LIKELY_NAME+ADDRESS+PHONE+ACCT_NUM,164
+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,162
+SURNAME+DOB+PHONE+SSN+LOGIN_ID,160
+PNAME+DOB+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,154
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN,153
+PNAME+DOB+PASSPORT+LOGIN_ID+ACCT_NUM,147
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,145
+SURNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,145
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT,142
+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,139
+PNAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,134
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,132
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC,125
+LIKELY_NAME+DOB+ADDRESS+PHONE,124
+NAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,121
+SURNAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,119
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,115
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,111
+PNAME+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,110
+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,109
+PNAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,106
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT,104
+PNAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID,102
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,100
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,99
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,94
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,93
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,92
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,91
+PNAME+DOB+DRLIC+PASSPORT+LOGIN_ID,91
+NAME+DOB+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,90
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,89
+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,88
+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,87
+LIKELY_NAME+DOB+PHONE+SSN,86
+PNAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,81
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT,81
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,80
+NAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,74
+LIKELY_NAME+DOB+SSN,73
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,73
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,70
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,68
+LIKELY_NAME+ADDRESS+PHONE+DRLIC,67
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,67
+SURNAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,67
+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,66
+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,63
+LIKELY_NAME+DOB+ADDRESS+PHONE+ACCT_NUM,63
+LIKELY_NAME+DOB+PHONE+SSN+ACCT_NUM,62
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,60
+SURNAME+ADDRESS+PHONE+SSN,58
+SURNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,58
+LIKELY_NAME+DOB+ADDRESS+SSN,58
+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,56
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,53
+SURNAME+DOB+ADDRESS+SSN+LOGIN_ID,52
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT,52
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC,51
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,49
+LIKELY_NAME+ADDRESS+PHONE+LOGIN_ID,48
+PNAME+DOB+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,46
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC,45
+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,44
+SURNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,44
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+ACCT_NUM,42
+LIKELY_NAME+DOB+ADDRESS+SSN+ACCT_NUM,41
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,41
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT,39
+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,38
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT+ACCT_NUM,38
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,37
+LIKELY_NAME+ADDRESS+PHONE+SSN+LOGIN_ID,37
+SURNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,37
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT,36
+PNAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,36
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,35
+SURNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,35
+SURNAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,33
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,33
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC,33
+LIKELY_NAME+DOB+SSN+ACCT_NUM,33
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,31
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,29
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,28
+SURNAME+ADDRESS+PHONE+SSN+ACCT_NUM,26
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT,26
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,25
+LIKELY_NAME+DOB+PHONE+SSN+LOGIN_ID,25
+LIKELY_NAME+DOB+SSN+DRLIC,25
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,24
+LIKELY_NAME+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,23
+SURNAME+ADDRESS+PHONE+ACCT_NUM,22
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM,21
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC,21
+LIKELY_NAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,21
+SURNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,21
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,20
+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,19
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,19
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,18
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,18
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT,18
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,17
+LIKELY_NAME+DOB+SSN+PASSPORT,17
+SURNAME+DOB+ADDRESS+PHONE,16
+LIKELY_NAME+DOB+ADDRESS+PHONE+LOGIN_ID,15
+SURNAME+DOB+ADDRESS+PHONE+ACCT_NUM,14
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,14
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID,13
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,13
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,13
+NAME+ADDRESS+PHONE+SSN-DRLIC,13
+LIKELY_NAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,13
+LIKELY_NAME+DOB+ADDRESS+SSN+PASSPORT,13
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,12
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT,12
+LIKELY_NAME+DOB+SSN+DRLIC+ACCT_NUM,12
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+LOGIN_ID,12
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,12
+LIKELY_NAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,11
+LIKELY_NAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,11
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,11
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,11
+SURNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,11
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT,10
+SURNAME+ADDRESS+PHONE+SSN+DRLIC,10
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+PASSPORT,10
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,10
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,9
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,9
+SURNAME+DOB+ADDRESS+PHONE+DRLIC,9
+SURNAME+DOB+SSN,9
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,8
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,8
+LIKELY_NAME+DOB+SSN+LOGIN_ID,8
+SURNAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,8
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,8
+NAME+ADDRESS+SSN-DRLIC,8
+NAME+DOB+ADDRESS+PHONE+SSN-DRLIC,8
+NAME+PHONE+SSN-DRLIC,8
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,8
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID,8
+SURNAME+ADDRESS+PHONE+PASSPORT+ACCT_NUM,8
+LIKELY_NAME+DOB+SSN+PASSPORT+ACCT_NUM,7
+NAME+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,7
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,7
+SURNAME+ADDRESS+PHONE+DRLIC,7
+LIKELY_NAME+DOB+SSN+DRLIC+PASSPORT,7
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,7
+SURNAME+ADDRESS+PHONE+SSN+LOGIN_ID,7
+NAME+DOB+PHONE+SSN-DRLIC,6
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT-DRLIC,6
+NAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,6
+LIKELY_NAME+DOB+SSN+LOGIN_ID+ACCT_NUM,6
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,6
+NAME+PHONE+SSN+ACCT_NUM-DRLIC,6
+NAME+PHONE+SSN+PASSPORT-DRLIC,6
+LIKELY_NAME+DOB+ADDRESS+SSN+LOGIN_ID,6
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,6
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID,6
+SURNAME+ADDRESS+PHONE+DRLIC+ACCT_NUM,6
+SURNAME+ADDRESS+PHONE+LOGIN_ID,6
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,6
+SURNAME+DOB+ADDRESS+PHONE+PASSPORT,5
+SURNAME+ADDRESS+PHONE+PASSPORT,5
+SURNAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,5
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-DRLIC,5
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,5
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,5
+NAME+ADDRESS+SSN+ACCT_NUM-DRLIC,5
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,5
+NAME+DOB+PHONE+SSN+ACCT_NUM-DRLIC,5
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,4
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,4
+NAME+DOB+SSN-DRLIC,4
+LOGIN_ID,4
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,4
+NAME+DOB+ADDRESS+SSN-DRLIC,4
+LIKELY_NAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,4
+SURNAME+ADDRESS+PHONE+DRLIC+LOGIN_ID,3
+SURNAME+ADDRESS+PHONE+DRLIC+PASSPORT,3
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,3
+SURNAME+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,3
+SURNAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID,3
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,3
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,3
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,3
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,3
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,3
+NAME+ADDRESS+PHONE+SSN+PASSPORT-DRLIC,3
+NAME+DOB+SSN+ACCT_NUM-DRLIC,3
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,3
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,3
+NAME+DOB+PHONE+LOGIN_ID-DRLIC,3
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,3
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,3
+NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID-DRLIC,3
+PNAME+DOB+ADDRESS+SSN+LOGIN_ID-DRLIC,2
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,2
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,2
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,2
+SSN+ACCT_NUM,2
+SURNAME+DOB+SSN+PASSPORT,2
+SURNAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,2
+SURNAME+DOB+SSN+PASSPORT+ACCT_NUM,2
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,2
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,2
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,2
+SURNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,2
+SURNAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,2
+SURNAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,2
+NAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,2
+NAME+ADDRESS+SSN+LOGIN_ID-DRLIC,2
+NAME+DOB+PHONE+LOGIN_ID+ACCT_NUM-SSN,2
+NAME+DOB+ADDRESS+ACCT_NUM-DRLIC,2
+NAME+DOB+PHONE+ACCT_NUM-SSN,2
+NAME+DOB+ADDRESS+PASSPORT+ACCT_NUM-DRLIC,2
+NAME+DOB+ADDRESS+SSN+LOGIN_ID-DRLIC,2
+NAME+DOB+ADDRESS+SSN+ACCT_NUM-DRLIC,2
+NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM-DRLIC,2
+SURNAME+DOB+SSN+ACCT_NUM,2
+SURNAME+DOB+SSN+DRLIC,2
+SURNAME+DOB+SSN+LOGIN_ID,2
+SURNAME+DOB+SSN+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,1
+ADDRESS+PHONE+SSN+ACCT_NUM,1
+NAME+PHONE+SSN+ACCT_NUM-PASSPORT,1
+PNAME+DOB+ADDRESS+SSN+ACCT_NUM-DRLIC,1
+LIKELY_NAME+DOB+SSN+DRLIC+LOGIN_ID,1
+NAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM-DRLIC,1
+LIKELY_NAME+DOB+SSN+DRLIC+PASSPORT+ACCT_NUM,1
+LIKELY_NAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID,1
+LIKELY_NAME+DOB+SSN+PASSPORT+LOGIN_ID,1
+NAME+DOB+ADDRESS+SSN-PASSPORT,1
+ADDRESS+PHONE+SSN+DRLIC,1
+NAME+DOB+SSN+PASSPORT+ACCT_NUM-DRLIC,1
+NAME+ADDRESS+PHONE+SSN-DOB,1
+NAME+DOB+SSN+LOGIN_ID-DRLIC,1
+NAME+ADDRESS+PHONE+SSN-DOB-DRLIC-PASSPORT,1
+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,1
+ADDRESS+PHONE+DRLIC+ACCT_NUM,1
+NAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM-DRLIC,1
+NAME+ADDRESS+PHONE+SSN+LOGIN_ID-DRLIC,1
+NAME+DOB+PHONE+SSN+PASSPORT-DRLIC,1
+PNAME+DOB+ADDRESS+SSN+PASSPORT-DRLIC,1
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,1
+NAME+DOB+PHONE+SSN+LOGIN_ID-DRLIC,1
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,1
+PNAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,1
+PNAME+DOB+ADDRESS+PHONE+SSN-DRLIC,1
+PNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID-DRLIC,1
+NAME+DOB+ADDRESS+PHONE+LOGIN_ID-DRLIC,1
+NAME+ADDRESS+SSN-PASSPORT,1
+NAME+ADDRESS+SSN+PASSPORT+ACCT_NUM-DRLIC,1
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,1
