,21145399
+NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,449
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,437
+NAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,426
+NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,425
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,423
+PNAME+PHONE+DRLIC+PASSPORT+LOGIN_ID,422
+NAME+DOB+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,421
+PNAME+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,411
+DOB+PHONE+SSN+LOGIN_ID,411
+NAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,408
+SURNAME+DOB+PHONE+SSN+PASSPORT,398
+PNAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,395
+PNAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,395
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,395
+LIKELY_NAME+ADDRESS+PHONE+SSN,390
+PNAME+DOB+ADDRESS+PASSPORT+LOGIN_ID,385
+PNAME+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,382
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,377
+NAME+DOB+PASSPORT+LOGIN_ID+ACCT_NUM,374
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,368
+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,366
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,365
+PNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,359
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,358
+PNAME+DOB+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,357
+PNAME+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,356
+DOB+PHONE+SSN+DRLIC+PASSPORT,353
+NAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,348
+NAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,342
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+ACCT_NUM,342
+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,335
+PNAME+DOB+SSN+PASSPORT+LOGIN_ID,333
+PNAME+DOB+DRLIC+PASSPORT+ACCT_NUM,332
+NAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,331
+PNAME+DOB+PASSPORT+LOGIN_ID,323
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,319
+PNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,318
+PNAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,315
+PNAME+DOB+SSN+DRLIC+PASSPORT+ACCT_NUM,310
+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,306
+PNAME+SSN+DRLIC+PASSPORT+LOGIN_ID,271
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,271
+SURNAME+DOB+ADDRESS+SSN+DRLIC,267
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,266
+SURNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,265
+NAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,264
+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,264
+SURNAME+DOB+ADDRESS+SSN+ACCT_NUM,254
+NAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,253
+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,249
+NAME+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,249
+PNAME+DOB+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,243
+PNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,241
+PNAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,239
+SURNAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,226
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,225
+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,225
+NAME+DOB+DRLIC+PASSPORT+LOGIN_ID,223
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,219
+NAME+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,216
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,214
+PNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,210
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,208
+DOB+ADDRESS+SSN+LOGIN_ID,202
+NAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID,199
+SURNAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,194
+NAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,194
+SURNAME+DOB+ADDRESS+SSN+PASSPORT,194
+PNAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,194
+PNAME+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,194
+PNAME+DOB+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,189
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,188
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,187
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,186
+DOB+ADDRESS+SSN+DRLIC+PASSPORT,183
+PNAME+DOB+DRLIC+LOGIN_ID+ACCT_NUM,180
+PNAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,180
+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,174
+PNAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID,172
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,172
+PNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,171
+DOB+PHONE+SSN+DRLIC+LOGIN_ID,169
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,167
+LIKELY_NAME+ADDRESS+PHONE+SSN+ACCT_NUM,167
+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,167
+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,164
+LIKELY_NAME+ADDRESS+PHONE+ACCT_NUM,163
+SURNAME+DOB+PHONE+SSN+LOGIN_ID,161
+PNAME+DOB+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,154
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN,152
+SURNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,147
+PNAME+DOB+PASSPORT+LOGIN_ID+ACCT_NUM,147
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,145
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT,144
+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,139
+PNAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,134
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,131
+LIKELY_NAME+DOB+ADDRESS+PHONE,125
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC,124
+NAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,122
+SURNAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,120
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,117
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,111
+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,110
+PNAME+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,109
+PNAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,108
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT,104
+PNAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID,103
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,101
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,97
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,94
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,91
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,91
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,91
+NAME+DOB+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,90
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,90
+PNAME+DOB+DRLIC+PASSPORT+LOGIN_ID,90
+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,88
+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,88
+LIKELY_NAME+DOB+PHONE+SSN,87
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT,82
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,80
+PNAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,80
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,72
+NAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,71
+LIKELY_NAME+DOB+SSN,71
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,70
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,67
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM,67
+LIKELY_NAME+ADDRESS+PHONE+DRLIC,66
+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,66
+SURNAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,65
+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,63
+LIKELY_NAME+DOB+ADDRESS+PHONE+ACCT_NUM,62
+LIKELY_NAME+DOB+PHONE+SSN+ACCT_NUM,61
+SURNAME+ADDRESS+PHONE+SSN,59
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,59
+LIKELY_NAME+DOB+ADDRESS+SSN,58
+SURNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,58
+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,56
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,52
+SURNAME+DOB+ADDRESS+SSN+LOGIN_ID,52
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC,51
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT,51
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,50
+LIKELY_NAME+ADDRESS+PHONE+LOGIN_ID,48
+PNAME+DOB+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,46
+SURNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,45
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC,45
+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,44
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,43
+LIKELY_NAME+DOB+ADDRESS+SSN+ACCT_NUM,42
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+ACCT_NUM,42
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT,39
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT+ACCT_NUM,39
+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,37
+LIKELY_NAME+ADDRESS+PHONE+SSN+LOGIN_ID,37
+SURNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,37
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT,37
+SURNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,36
+PNAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,36
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,35
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,34
+LIKELY_NAME+DOB+SSN+ACCT_NUM,34
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC,33
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,33
+SURNAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,33
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,30
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,30
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT,28
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,28
+SURNAME+ADDRESS+PHONE+SSN+ACCT_NUM,27
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,26
+LIKELY_NAME+DOB+SSN+DRLIC,26
+LIKELY_NAME+DOB+PHONE+SSN+LOGIN_ID,25
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,24
+LIKELY_NAME+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,23
+SURNAME+ADDRESS+PHONE+ACCT_NUM,21
+SURNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,21
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM,21
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC,20
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,20
+LIKELY_NAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,20
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,19
+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,19
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,19
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT,18
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,18
+LIKELY_NAME+DOB+SSN+PASSPORT,17
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,17
+SURNAME+DOB+ADDRESS+PHONE,16
+LIKELY_NAME+DOB+ADDRESS+PHONE+LOGIN_ID,15
+SURNAME+DOB+ADDRESS+PHONE+ACCT_NUM,14
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,14
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,13
+NAME+ADDRESS+PHONE+SSN-DRLIC,13
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID,13
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,13
+LIKELY_NAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,13
+LIKELY_NAME+DOB+ADDRESS+SSN+PASSPORT,13
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,12
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,12
+LIKELY_NAME+DOB+SSN+DRLIC+ACCT_NUM,12
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+LOGIN_ID,12
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,12
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT,12
+LIKELY_NAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,11
+SURNAME+ADDRESS+PHONE+SSN+DRLIC,11
+LIKELY_NAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,11
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,11
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,10
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+PASSPORT,10
+SURNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,10
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,10
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT,10
+SURNAME+DOB+ADDRESS+PHONE+DRLIC,9
+SURNAME+DOB+SSN,9
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,9
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,9
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,9
+NAME+PHONE+SSN-DRLIC,8
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,8
+SURNAME+ADDRESS+PHONE+PASSPORT+ACCT_NUM,8
+LIKELY_NAME+DOB+SSN+LOGIN_ID,8
+NAME+DOB+ADDRESS+PHONE+SSN-DRLIC,8
+SURNAME+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,8
+LIKELY_NAME+DOB+SSN+PASSPORT+ACCT_NUM,8
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID,8
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,7
+LIKELY_NAME+DOB+SSN+DRLIC+PASSPORT,7
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,7
+SURNAME+ADDRESS+PHONE+DRLIC,7
+SURNAME+ADDRESS+PHONE+SSN+LOGIN_ID,7
+NAME+ADDRESS+SSN-DRLIC,7
+NAME+DOB+PHONE+SSN-DRLIC,6
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT-DRLIC,6
+NAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,6
+NAME+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,6
+LIKELY_NAME+DOB+SSN+LOGIN_ID+ACCT_NUM,6
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,6
+NAME+PHONE+SSN+ACCT_NUM-DRLIC,6
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,6
+LIKELY_NAME+DOB+ADDRESS+SSN+LOGIN_ID,6
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,6
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID,6
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,6
+SURNAME+ADDRESS+PHONE+DRLIC+ACCT_NUM,6
+SURNAME+ADDRESS+PHONE+LOGIN_ID,6
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,6
+SURNAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,6
+LIKELY_NAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,5
+SURNAME+DOB+ADDRESS+PHONE+PASSPORT,5
+NAME+PHONE+SSN+PASSPORT-DRLIC,5
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,5
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-DRLIC,5
+NAME+ADDRESS+SSN+ACCT_NUM-DRLIC,5
+SURNAME+ADDRESS+PHONE+PASSPORT,5
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,5
+NAME+DOB+PHONE+SSN+ACCT_NUM-DRLIC,5
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,4
+NAME+DOB+ADDRESS+SSN-DRLIC,4
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,4
+NAME+DOB+SSN-DRLIC,4
+LOGIN_ID,4
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,4
+LIKELY_NAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,4
+SURNAME+ADDRESS+PHONE+DRLIC+LOGIN_ID,3
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,3
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,3
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,3
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,3
+SURNAME+ADDRESS+PHONE+DRLIC+PASSPORT,3
+SURNAME+DOB+SSN+PASSPORT,3
+SURNAME+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,3
+SURNAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID,3
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,3
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,3
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,3
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,3
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,3
+NAME+DOB+SSN+ACCT_NUM-DRLIC,3
+NAME+ADDRESS+PHONE+SSN+PASSPORT-DRLIC,3
+NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID-DRLIC,3
+NAME+DOB+PHONE+LOGIN_ID-DRLIC,3
+SURNAME+DOB+SSN+PASSPORT+ACCT_NUM,2
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,2
+NAME+ADDRESS+SSN+LOGIN_ID-DRLIC,2
+LIKELY_NAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,2
+SURNAME+DOB+SSN+ACCT_NUM,2
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,2
+NAME+DOB+ADDRESS+SSN+ACCT_NUM-DRLIC,2
+NAME+DOB+ADDRESS+ACCT_NUM-DRLIC,2
+PNAME+DOB+ADDRESS+SSN+LOGIN_ID-DRLIC,2
+NAME+DOB+PHONE+LOGIN_ID+ACCT_NUM-SSN,2
+LIKELY_NAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,2
+NAME+DOB+PHONE+ACCT_NUM-SSN,2
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,2
+SURNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,2
+NAME+DOB+ADDRESS+PASSPORT+ACCT_NUM-DRLIC,2
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,2
+SURNAME+DOB+ADDRESS+PHONE+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,2
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,2
+SURNAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,2
+SURNAME+DOB+SSN+DRLIC,2
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,2
+SSN+ACCT_NUM,2
+NAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,2
+SURNAME+DOB+SSN+LOGIN_ID,2
+NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM-DRLIC,2
+SURNAME+DOB+SSN+LOGIN_ID+ACCT_NUM,2
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,2
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,2
+SURNAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,2
+NAME+DOB+ADDRESS+SSN+LOGIN_ID-DRLIC,2
+NAME+ADDRESS+PHONE+SSN+LOGIN_ID-DRLIC,1
+NAME+DOB+PHONE+SSN+PASSPORT-DRLIC,1
+PNAME+DOB+PHONE+SSN+PASSPORT-DRLIC,1
+NAME+DOB+PHONE+SSN+LOGIN_ID-DRLIC,1
+PNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID-DRLIC,1
+PNAME+DOB+ADDRESS+SSN+PASSPORT-DRLIC,1
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,1
+NAME+ADDRESS+SSN-PASSPORT,1
+NAME+ADDRESS+SSN+PASSPORT+ACCT_NUM-DRLIC,1
+NAME+DOB+ADDRESS+DRLIC-SSN,1
+NAME+DOB+PHONE+ACCT_NUM-DRLIC,1
+NAME+DOB+ADDRESS+LOGIN_ID+ACCT_NUM-SSN-PASSPORT,1
+NAME+DOB+ADDRESS+PASSPORT-DRLIC,1
+PNAME+DOB+ADDRESS+SSN+ACCT_NUM-DRLIC,1
+NAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM-DRLIC,1
+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,1
+ADDRESS+PHONE+SSN+DRLIC,1
+ADDRESS+PHONE+SSN+ACCT_NUM,1
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,1
+SSN+DRLIC,1
+NAME+DOB+ADDRESS+PHONE+LOGIN_ID-DRLIC,1
+PHONE+SSN+LOGIN_ID,1
+NAME+DOB+ADDRESS+SSN-PASSPORT,1
+SURNAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,1
+NAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM-DRLIC,1
+PHONE+PASSPORT,1
+PNAME+DOB+ADDRESS+SSN-DRLIC,1
+PHONE+LOGIN_ID,1
+ADDRESS+PHONE+DRLIC+ACCT_NUM,1
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT,1
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,1
+LIKELY_NAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,1
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,1
+NAME+PHONE+SSN-PASSPORT,1
