,62080292
+PNAME+DOB+ADDRESS+LOGIN_ID,231
+LIKELY_NAME+DOB+SSN+ACCT_NUM,229
+PNAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,229
+NAME+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,228
+NAME+DOB+SSN+DRLIC+LOGIN_ID,227
+NAME+PHONE+DRLIC+PASSPORT+LOGIN_ID,227
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,225
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,225
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM,223
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC,220
+SURNAME+ADDRESS+PHONE+ACCT_NUM,220
+PNAME+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,214
+PNAME+DOB+SSN+LOGIN_ID,214
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,208
+PNAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID,208
+NAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,208
+PNAME+DOB+PHONE+LOGIN_ID+ACCT_NUM,208
+NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,207
+NAME+ADDRESS+PHONE+SSN-DRLIC,203
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,203
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,203
+NAME+DOB+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,200
+PNAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID,194
+SURNAME+ADDRESS+PHONE+SSN+DRLIC,193
+NAME+DOB+DRLIC+LOGIN_ID,190
+PNAME+SSN+DRLIC+LOGIN_ID,189
+NAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,188
+NAME+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,187
+NAME+DOB+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,187
+PNAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,186
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,182
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,180
+PNAME+ADDRESS+LOGIN_ID+ACCT_NUM,175
+NAME+DOB+ADDRESS+PHONE+SSN-DRLIC,173
+PNAME+DOB+LOGIN_ID,172
+PNAME+SSN+PASSPORT+LOGIN_ID,172
+NAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,172
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,172
+PNAME+ADDRESS+SSN+PASSPORT+LOGIN_ID,171
+PNAME+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,171
+NAME+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,171
+PNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,168
+NAME+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,167
+LIKELY_NAME+DOB+ADDRESS+SSN+PASSPORT,167
+PNAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,167
+NAME+DOB+SSN+PASSPORT+LOGIN_ID,166
+NAME+DRLIC+LOGIN_ID+ACCT_NUM,165
+PNAME+PHONE+PASSPORT+LOGIN_ID,165
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT,164
+PNAME+ADDRESS+DRLIC+LOGIN_ID,160
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,158
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,156
+SURNAME+DOB+ADDRESS+PHONE,155
+NAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID,153
+NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,149
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,148
+PNAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,147
+NAME+DOB+PASSPORT+LOGIN_ID,147
+LIKELY_NAME+DOB+SSN+DRLIC,144
+NAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,143
+PNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,142
+NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,142
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,141
+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,141
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT,141
+PNAME+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,137
+PNAME+DOB+PHONE+DRLIC+LOGIN_ID,134
+NAME+DOB+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,132
+NAME+SSN+DRLIC+PASSPORT+LOGIN_ID,131
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,129
+PNAME+DOB+PHONE+PASSPORT+LOGIN_ID,129
+PNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,129
+LIKELY_NAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,128
+PNAME+DOB+ADDRESS+LOGIN_ID+ACCT_NUM,127
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,123
+PNAME+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,123
+SURNAME+DOB+ADDRESS+PHONE+ACCT_NUM,122
+PNAME+DOB+SSN+LOGIN_ID+ACCT_NUM,119
+PNAME+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,119
+NAME+PHONE+SSN-DRLIC,119
+NAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,118
+PNAME+SSN+DRLIC+LOGIN_ID+ACCT_NUM,114
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,114
+NAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,114
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,113
+NAME+PASSPORT+LOGIN_ID+ACCT_NUM,111
+NAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,111
+PNAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,111
+PNAME+ADDRESS+PASSPORT+LOGIN_ID,110
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,109
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-DRLIC,108
+SURNAME+ADDRESS+PHONE+DRLIC,107
+PNAME+DOB+LOGIN_ID+ACCT_NUM,107
+NAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,106
+NAME+PHONE+SSN+ACCT_NUM-DRLIC,106
+PNAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,106
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,106
+PNAME+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,103
+LIKELY_NAME+DOB+SSN+PASSPORT,102
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+PASSPORT,102
+SURNAME+ADDRESS+PHONE+PASSPORT,100
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,100
+PNAME+DOB+SSN+DRLIC+LOGIN_ID,100
+NAME+DOB+DRLIC+LOGIN_ID+ACCT_NUM,99
+PNAME+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,97
+NAME+ADDRESS+PHONE+SSN+PASSPORT-DRLIC,93
+PNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,92
+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,91
+PNAME+DOB+ADDRESS+DRLIC+LOGIN_ID,91
+NAME+DOB+PHONE+SSN-DRLIC,89
+LIKELY_NAME+DOB+SSN+DRLIC+ACCT_NUM,88
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,88
+SURNAME+DOB+ADDRESS+PHONE+DRLIC,87
+NAME+DOB+ADDRESS+SSN-DRLIC,87
+NAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,87
+PNAME+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,87
+PNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,86
+PNAME+DOB+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,85
+NAME+DOB+PHONE+SSN+ACCT_NUM-DRLIC,85
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,84
+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,84
+NAME+DOB+PASSPORT+LOGIN_ID+ACCT_NUM,83
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT-DRLIC,82
+NAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,80
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,80
+PNAME+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,80
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,80
+PNAME+DOB+ADDRESS+PASSPORT+LOGIN_ID,78
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,77
+PNAME+PHONE+DRLIC+PASSPORT+LOGIN_ID,77
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,76
+PNAME+DOB+SSN+PASSPORT+LOGIN_ID,76
+NAME+ADDRESS+SSN+ACCT_NUM-DRLIC,75
+PNAME+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,75
+NAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,74
+NAME+ADDRESS+SSN-DRLIC,74
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,74
+NAME+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,72
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT,72
+PNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,71
+NAME+DRLIC+PASSPORT+LOGIN_ID,70
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,70
+NAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,70
+SURNAME+ADDRESS+PHONE+DRLIC+ACCT_NUM,70
+NAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,69
+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,69
+SURNAME+ADDRESS+PHONE+PASSPORT+ACCT_NUM,68
+DOB+PHONE+SSN+LOGIN_ID,68
+SURNAME+DOB+ADDRESS+PHONE+PASSPORT,66
+SURNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,65
+PNAME+DOB+DRLIC+LOGIN_ID,64
+LIKELY_NAME+DOB+SSN+PASSPORT+ACCT_NUM,62
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,60
+NAME+DOB+DRLIC+PASSPORT+LOGIN_ID,60
+PNAME+DOB+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,60
+NAME+DOB+PHONE+ACCT_NUM-DRLIC,59
+PNAME+SSN+DRLIC+PASSPORT+LOGIN_ID,58
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,56
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,55
+SURNAME+ADDRESS+PHONE+DRLIC+PASSPORT,54
+NAME+DOB+PHONE+ACCT_NUM-SSN,53
+NAME+PHONE+SSN+PASSPORT-DRLIC,52
+SURNAME+DOB+SSN,52
+PNAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,51
+NAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,51
+PNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,51
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,50
+SURNAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,50
+LIKELY_NAME+DOB+SSN+DRLIC+PASSPORT,50
+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,50
+PNAME+DOB+PASSPORT+LOGIN_ID,48
+PNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,48
+NAME+DOB+ADDRESS+SSN+ACCT_NUM-DRLIC,46
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,46
+PNAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,46
+NAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID,45
+SURNAME+DOB+SSN+ACCT_NUM,45
+NAME+DOB+ADDRESS+ACCT_NUM-DRLIC,42
+PNAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,42
+PNAME+DOB+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,42
+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,42
+NAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM-DRLIC,42
+PNAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID,42
+SURNAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM,41
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,41
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,40
+PNAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID,40
+PNAME+DOB+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,40
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,39
+PNAME+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,39
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-SSN,39
+PNAME+DOB+DRLIC+LOGIN_ID+ACCT_NUM,39
+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,39
+NAME+ADDRESS+SSN+PASSPORT-DRLIC,39
+SURNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,39
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,38
+NAME+DOB+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,38
+NAME+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,36
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,36
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,36
+PNAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,35
+NAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,35
+DOB+ADDRESS+SSN+LOGIN_ID,34
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,34
+SURNAME+DOB+PHONE+SSN+LOGIN_ID,34
+PNAME+DOB+ADDRESS+PHONE+SSN-DRLIC,34
+NAME+DOB+ADDRESS+ACCT_NUM-SSN,32
+NAME+DOB+PHONE+SSN+PASSPORT-DRLIC,32
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,31
+PNAME+DOB+PASSPORT+LOGIN_ID+ACCT_NUM,31
+DOB+PHONE+SSN+DRLIC+LOGIN_ID,31
+NAME+DOB+SSN+ACCT_NUM-DRLIC,31
+NAME+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,31
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,30
+SURNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT,30
+NAME+DOB+SSN-DRLIC,29
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,29
+NAME+DOB+ADDRESS+SSN+PASSPORT-DRLIC,28
+NAME+DOB+ADDRESS+PHONE+PASSPORT-DRLIC,28
+PNAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,27
+NAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,26
+SURNAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,26
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,26
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,26
+LIKELY_NAME+DOB+SSN+DRLIC+PASSPORT+ACCT_NUM,25
+PNAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,25
+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,25
+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,25
+SURNAME+DOB+SSN+DRLIC,24
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,24
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,24
+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,23
+NAME+ADDRESS+PHONE+SSN-PASSPORT,22
+PNAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,21
+NAME+ADDRESS+SSN+PASSPORT+ACCT_NUM-DRLIC,21
+PNAME+DOB+DRLIC+PASSPORT+LOGIN_ID,21
+SURNAME+DOB+SSN+PASSPORT,20
+NAME+DOB+PHONE+PASSPORT-DRLIC,19
+PNAME+DOB+PHONE+SSN-DRLIC,19
+SURNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,18
+PNAME+DOB+PHONE+SSN+ACCT_NUM-DRLIC,18
+NAME+DOB+ADDRESS+PASSPORT+ACCT_NUM-DRLIC,18
+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,17
+SURNAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,16
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,16
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,16
+PNAME+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,16
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,16
+NAME+DOB+PHONE+ACCT_NUM-SSN-PASSPORT,15
+NAME+DOB+PHONE+ACCT_NUM-PASSPORT,15
+SURNAME+DOB+SSN+PASSPORT+ACCT_NUM,15
+NAME+DOB+PHONE+DRLIC-SSN,15
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT-DRLIC,15
+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,15
+NAME+DOB+ADDRESS+PASSPORT-DRLIC,15
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-SSN-PASSPORT,15
+SURNAME+DOB+SSN+DRLIC+ACCT_NUM,14
+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,14
+NAME+DOB+SSN+PASSPORT+ACCT_NUM-DRLIC,14
+SURNAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,14
+NAME+ADDRESS+PHONE+SSN+ACCT_NUM-PASSPORT,14
+SURNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,13
+NAME+DOB+ADDRESS+DRLIC-SSN,13
+NAME+ADDRESS+PHONE+SSN-DOB,13
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,13
+SURNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,13
+NAME+PHONE+SSN-PASSPORT,13
+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,12
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-PASSPORT,12
+PNAME+DOB+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,11
+SSN,11
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,11
+SURNAME+DOB+SSN+DRLIC+PASSPORT,11
+NAME+DOB+ADDRESS+ACCT_NUM-SSN-PASSPORT,11
+NAME+PHONE+SSN+ACCT_NUM-PASSPORT,11
+PNAME+DOB+PHONE+SSN+PASSPORT-DRLIC,11
+NAME+DOB+ADDRESS+PHONE+SSN-PASSPORT,10
+NAME+DOB+PHONE+PASSPORT+ACCT_NUM-DRLIC,10
+PNAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,10
+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,9
+NAME+DOB+PHONE+SSN-PASSPORT,9
+NAME+DOB+ADDRESS+SSN+ACCT_NUM-PASSPORT,9
+NAME+PHONE+SSN-DOB,9
+NAME+ADDRESS+SSN-DOB,9
+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,9
+ADDRESS+PHONE+SSN,9
+SURNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,9
+SURNAME+DOB+ADDRESS+SSN+LOGIN_ID,8
+NAME+DOB+SSN+PASSPORT-DRLIC,8
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC-PASSPORT,8
+PNAME+DOB+ADDRESS+SSN-DRLIC,8
+PNAME+DOB+ADDRESS+SSN+ACCT_NUM-DRLIC,8
+NAME+PHONE+SSN+ACCT_NUM-DOB,8
+NAME+DOB+ADDRESS+ACCT_NUM-PASSPORT,8
+SURNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,7
+NAME+DOB+PHONE+SSN+DRLIC-PASSPORT,7
+NAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM-PASSPORT,7
+NAME+ADDRESS+SSN+ACCT_NUM-DOB,7
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,7
+NAME+ADDRESS+SSN-PASSPORT,7
+NAME+PHONE+SSN+DRLIC-PASSPORT,7
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,7
+PNAME+DOB+SSN-DRLIC,7
+NAME+DOB+SSN-PASSPORT,7
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,6
+LIKELY_NAME+ADDRESS+PHONE+LOGIN_ID,6
+NAME+ADDRESS+PHONE+SSN+ACCT_NUM-DOB,6
+SURNAME+DOB+SSN+DRLIC+PASSPORT+ACCT_NUM,6
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,6
+SURNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,6
+NAME+ADDRESS+SSN+ACCT_NUM-PASSPORT,6
+NAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM-DRLIC,6
+NAME+PHONE+SSN-DOB-PASSPORT,6
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,5
+NAME+DOB+PHONE+DRLIC-SSN-PASSPORT,5
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,5
+PHONE+SSN,5
+NAME+DOB+ADDRESS+SSN-PASSPORT,5
+NAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM-PASSPORT,5
+LIKELY_NAME+DOB+ADDRESS+PHONE+LOGIN_ID,5
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,5
+SURNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,5
+NAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM-SSN,5
+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,5
+SSN+ACCT_NUM,5
+NAME+ADDRESS+PHONE+SSN+DRLIC-PASSPORT,5
+NAME+DOB+ADDRESS+PHONE+DRLIC-SSN,5
+NAME+PHONE+SSN+DRLIC-DOB,4
+PNAME+DOB+ADDRESS+SSN+PASSPORT-DRLIC,4
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,4
+ADDRESS+PHONE+SSN+ACCT_NUM,4
+NAME+DOB+PHONE+DRLIC+ACCT_NUM-SSN,4
+NAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM-PASSPORT,4
+NAME+DOB+PHONE+DRLIC+ACCT_NUM-PASSPORT,4
+ADDRESS+PHONE+DRLIC+ACCT_NUM,4
+NAME+DOB+PHONE+SSN+ACCT_NUM-PASSPORT,4
+NAME+DOB+ADDRESS+DRLIC+ACCT_NUM-SSN,4
+ADDRESS+PHONE+SSN+DRLIC,4
+SSN+DRLIC,4
+PHONE+ACCT_NUM,4
+NAME+PHONE+SSN+DRLIC+ACCT_NUM-PASSPORT,4
+NAME+DOB+PHONE+PASSPORT-SSN,4
+LIKELY_NAME+DOB+PHONE+SSN+LOGIN_ID,3
+LIKELY_NAME+DOB+SSN+LOGIN_ID+ACCT_NUM,3
+PNAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM-PASSPORT,3
+NAME+ADDRESS+PHONE+SSN-DOB-PASSPORT,3
+NAME+ADDRESS+PHONE+SSN+DRLIC-DOB,3
+NAME+ADDRESS+SSN+DRLIC-PASSPORT,3
+LIKELY_NAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,3
+PNAME+DOB+SSN+ACCT_NUM-DRLIC,3
+LIKELY_NAME+ADDRESS+PHONE+SSN+LOGIN_ID,3
+NAME+DOB+ADDRESS+DRLIC-SSN-PASSPORT,3
+NAME+DOB+ADDRESS+PASSPORT-SSN,3
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,3
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-SSN-DRLIC,3
+DOB+SSN,3
+PHONE+SSN+PASSPORT+ACCT_NUM,3
+NAME+DOB+ADDRESS+PHONE+DRLIC-PASSPORT,3
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,3
+NAME+DOB+ADDRESS+PHONE+PASSPORT-SSN,3
+SURNAME+ADDRESS+PHONE+LOGIN_ID,3
+NAME+DOB+PHONE+ACCT_NUM-SSN-DRLIC,3
+ADDRESS+SSN+DRLIC,3
+ADDRESS+SSN,3
+ADDRESS+PHONE+ACCT_NUM,3
+NAME+DOB+SSN+ACCT_NUM-PASSPORT,3
+NAME+DOB+PHONE+PASSPORT+ACCT_NUM-SSN,2
+NAME+DOB+ADDRESS+PHONE+PASSPORT-SSN-DRLIC,2
+NAME+ADDRESS+SSN-DRLIC-PASSPORT,2
+NAME+PHONE+SSN-DOB-DRLIC-PASSPORT,2
+PNAME+DOB+ADDRESS+PHONE+SSN-PASSPORT,2
+ADDRESS+SSN+ACCT_NUM,2
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,2
