,62120630
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,232
+LIKELY_NAME+DOB+SSN+ACCT_NUM,232
+NAME+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,229
+NAME+PHONE+DRLIC+PASSPORT+LOGIN_ID,228
+NAME+DOB+SSN+DRLIC+LOGIN_ID,227
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+ACCT_NUM,226
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,223
+PNAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,220
+LIKELY_NAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM,218
+PNAME+DOB+SSN+LOGIN_ID,217
+PNAME+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,217
+SURNAME+ADDRESS+PHONE+ACCT_NUM,215
+PNAME+DOB+PHONE+LOGIN_ID+ACCT_NUM,212
+NAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,210
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC,209
+PNAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID,209
+NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,208
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,206
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,204
+NAME+ADDRESS+PHONE+SSN-DRLIC,201
+NAME+DOB+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,200
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,199
+PNAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID,198
+PNAME+SSN+DRLIC+LOGIN_ID,190
+SURNAME+ADDRESS+PHONE+SSN+DRLIC,188
+NAME+DOB+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,188
+NAME+DOB+DRLIC+LOGIN_ID,186
+NAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,184
+NAME+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,183
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,181
+LIKELY_NAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM,180
+PNAME+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,180
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,178
+NAME+DOB+ADDRESS+PHONE+SSN-DRLIC,176
+PNAME+ADDRESS+LOGIN_ID+ACCT_NUM,175
+PNAME+ADDRESS+SSN+PASSPORT+LOGIN_ID,175
+PNAME+SSN+PASSPORT+LOGIN_ID,174
+PNAME+DOB+LOGIN_ID,173
+NAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,173
+PNAME+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,169
+NAME+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,169
+PNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,167
+NAME+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,167
+NAME+DOB+SSN+PASSPORT+LOGIN_ID,167
+LIKELY_NAME+DOB+ADDRESS+SSN+PASSPORT,164
+PNAME+PHONE+PASSPORT+LOGIN_ID,164
+NAME+DRLIC+LOGIN_ID+ACCT_NUM,164
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT,164
+PNAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,163
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+ACCT_NUM,161
+PNAME+ADDRESS+DRLIC+LOGIN_ID,158
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,157
+NAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID,157
+NAME+DOB+PASSPORT+LOGIN_ID,151
+SURNAME+DOB+ADDRESS+PHONE,148
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT,148
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,147
+NAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,147
+LIKELY_NAME+DOB+SSN+DRLIC,146
+PNAME+DOB+ADDRESS+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,146
+PNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,143
+NAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,141
+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,140
+NAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,140
+PNAME+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,139
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,139
+NAME+DOB+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,134
+PNAME+DOB+PHONE+DRLIC+LOGIN_ID,131
+NAME+SSN+DRLIC+PASSPORT+LOGIN_ID,130
+LIKELY_NAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM,129
+SURNAME+DOB+ADDRESS+PHONE+ACCT_NUM,129
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,128
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM,128
+PNAME+DOB+PHONE+PASSPORT+LOGIN_ID,128
+PNAME+DOB+ADDRESS+LOGIN_ID+ACCT_NUM,127
+PNAME+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,124
+PNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,124
+PNAME+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,123
+PNAME+DOB+SSN+LOGIN_ID+ACCT_NUM,120
+NAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,118
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,115
+NAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,114
+NAME+PHONE+SSN-DRLIC,113
+NAME+PASSPORT+LOGIN_ID+ACCT_NUM,112
+PNAME+ADDRESS+PASSPORT+LOGIN_ID,112
+PNAME+DOB+ADDRESS+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,111
+NAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,111
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,110
+PNAME+SSN+DRLIC+LOGIN_ID+ACCT_NUM,109
+PNAME+DOB+LOGIN_ID+ACCT_NUM,109
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-DRLIC,109
+PNAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,108
+NAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,107
+NAME+PHONE+SSN+ACCT_NUM-DRLIC,107
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+PASSPORT,106
+LIKELY_NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,105
+SURNAME+ADDRESS+PHONE+DRLIC,104
+PNAME+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,103
+LIKELY_NAME+DOB+SSN+PASSPORT,102
+PNAME+DOB+SSN+DRLIC+LOGIN_ID,102
+NAME+DOB+DRLIC+LOGIN_ID+ACCT_NUM,101
+SURNAME+ADDRESS+PHONE+PASSPORT,100
+NAME+ADDRESS+PHONE+SSN+PASSPORT-DRLIC,100
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM,100
+PNAME+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,99
+NAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,98
+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,93
+NAME+DOB+PHONE+SSN-DRLIC,92
+SURNAME+DOB+ADDRESS+PHONE+DRLIC,92
+PNAME+DOB+ADDRESS+DRLIC+LOGIN_ID,91
+PNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,91
+NAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,89
+PNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,88
+LIKELY_NAME+DOB+SSN+DRLIC+ACCT_NUM,87
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT-DRLIC,86
+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,86
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,85
+PNAME+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,85
+NAME+DOB+PHONE+SSN+ACCT_NUM-DRLIC,85
+PNAME+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,84
+NAME+DOB+PASSPORT+LOGIN_ID+ACCT_NUM,84
+PNAME+DOB+PHONE+DRLIC+LOGIN_ID+ACCT_NUM,83
+NAME+DOB+ADDRESS+SSN-DRLIC,81
+PNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,80
+NAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,80
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,80
+NAME+ADDRESS+SSN-DRLIC,77
+PNAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,77
+PNAME+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,77
+PNAME+DOB+SSN+PASSPORT+LOGIN_ID,77
+PNAME+PHONE+DRLIC+PASSPORT+LOGIN_ID,76
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,75
+NAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,74
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT,74
+PNAME+DOB+ADDRESS+PASSPORT+LOGIN_ID,73
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID,73
+NAME+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,73
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,72
+NAME+ADDRESS+SSN+ACCT_NUM-DRLIC,71
+NAME+DRLIC+PASSPORT+LOGIN_ID,70
+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,70
+DOB+PHONE+SSN+LOGIN_ID,70
+PNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,70
+SURNAME+ADDRESS+PHONE+DRLIC+ACCT_NUM,70
+NAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,69
+PNAME+DOB+DRLIC+LOGIN_ID,69
+NAME+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,68
+SURNAME+ADDRESS+PHONE+PASSPORT+ACCT_NUM,68
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT,68
+SURNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,67
+SURNAME+DOB+ADDRESS+PHONE+PASSPORT,62
+PNAME+DOB+PHONE+PASSPORT+LOGIN_ID+ACCT_NUM,61
+NAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,60
+LIKELY_NAME+DOB+SSN+PASSPORT+ACCT_NUM,60
+NAME+DOB+DRLIC+PASSPORT+LOGIN_ID,59
+PNAME+SSN+DRLIC+PASSPORT+LOGIN_ID,57
+LIKELY_NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+ACCT_NUM,56
+NAME+DOB+PHONE+ACCT_NUM-DRLIC,56
+NAME+PHONE+SSN+PASSPORT-DRLIC,53
+SURNAME+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+ACCT_NUM,53
+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,53
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,53
+SURNAME+ADDRESS+PHONE+DRLIC+PASSPORT,51
+PNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,51
+LIKELY_NAME+DOB+SSN+DRLIC+PASSPORT,50
+SURNAME+DOB+SSN,50
+NAME+DOB+PHONE+ACCT_NUM-SSN,50
+PNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,50
+PNAME+DOB+PASSPORT+LOGIN_ID,49
+PNAME+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,48
+NAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,48
+PNAME+DOB+SSN+DRLIC+LOGIN_ID+ACCT_NUM,47
+NAME+DOB+ADDRESS+SSN+ACCT_NUM-DRLIC,46
+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,46
+SURNAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM,46
+PNAME+DOB+ADDRESS+DRLIC+LOGIN_ID+ACCT_NUM,45
+SURNAME+DOB+SSN+ACCT_NUM,44
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,42
+NAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM-DRLIC,42
+PNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,42
+NAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID,42
+PNAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID,42
+PNAME+DOB+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,41
+NAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,41
+SURNAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID+ACCT_NUM,41
+PNAME+DOB+ADDRESS+PASSPORT+LOGIN_ID+ACCT_NUM,40
+NAME+ADDRESS+SSN+PASSPORT-DRLIC,40
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-SSN,40
+PNAME+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,39
+SURNAME+DOB+ADDRESS+PHONE+PASSPORT+ACCT_NUM,39
+NAME+DOB+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,39
+PNAME+DOB+DRLIC+LOGIN_ID+ACCT_NUM,39
+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,39
+PNAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID,39
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,37
+NAME+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,37
+NAME+DOB+ADDRESS+ACCT_NUM-DRLIC,37
+DOB+ADDRESS+SSN+LOGIN_ID,35
+PNAME+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,35
+PNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,35
+PNAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,34
+NAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,34
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,34
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,33
+NAME+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,33
+NAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,33
+NAME+DOB+PHONE+SSN+PASSPORT-DRLIC,32
+PNAME+DOB+ADDRESS+PHONE+SSN-DRLIC,32
+NAME+DOB+ADDRESS+ACCT_NUM-SSN,31
+PNAME+DOB+PASSPORT+LOGIN_ID+ACCT_NUM,31
+DOB+PHONE+SSN+DRLIC+LOGIN_ID,30
+SURNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT,30
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,29
+NAME+DOB+SSN+ACCT_NUM-DRLIC,29
+PNAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM-DRLIC,29
+SURNAME+DOB+PHONE+SSN+LOGIN_ID,29
+NAME+DOB+SSN-DRLIC,29
+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,28
+NAME+DOB+ADDRESS+PHONE+PASSPORT-DRLIC,28
+NAME+DOB+ADDRESS+SSN+PASSPORT-DRLIC,28
+PNAME+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,27
+NAME+DOB+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,27
+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,27
+SURNAME+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,27
+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,25
+SURNAME+DOB+SSN+DRLIC,25
+SURNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,24
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID,24
+PNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,24
+PNAME+DOB+DRLIC+PASSPORT+LOGIN_ID,23
+NAME+ADDRESS+PHONE+SSN-PASSPORT,23
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,22
+LIKELY_NAME+DOB+SSN+DRLIC+PASSPORT+ACCT_NUM,22
+SURNAME+DOB+SSN+PASSPORT,21
+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,21
+NAME+ADDRESS+SSN+PASSPORT+ACCT_NUM-DRLIC,21
+PNAME+DOB+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,21
+PNAME+DOB+PHONE+SSN-DRLIC,19
+NAME+DOB+PHONE+PASSPORT-DRLIC,19
+NAME+DOB+ADDRESS+PASSPORT+ACCT_NUM-DRLIC,19
+SURNAME+DOB+ADDRESS+PHONE+DRLIC+PASSPORT+ACCT_NUM,19
+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,18
+PNAME+DOB+PHONE+SSN+ACCT_NUM-DRLIC,18
+SURNAME+DOB+PHONE+SSN+LOGIN_ID+ACCT_NUM,18
+PNAME+DOB+ADDRESS+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,17
+PNAME+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,17
+NAME+DOB+PHONE+DRLIC-SSN,16
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT-DRLIC,16
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,15
+SURNAME+DOB+SSN+DRLIC+ACCT_NUM,15
+NAME+DOB+PHONE+ACCT_NUM-PASSPORT,15
+PNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,15
+NAME+DOB+PHONE+ACCT_NUM-SSN-PASSPORT,15
+SURNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID,14
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-SSN-PASSPORT,14
+NAME+ADDRESS+PHONE+SSN+ACCT_NUM-PASSPORT,14
+NAME+ADDRESS+PHONE+SSN-DOB,14
+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,13
+SURNAME+DOB+ADDRESS+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,13
+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,13
+SURNAME+DOB+ADDRESS+SSN+LOGIN_ID+ACCT_NUM,13
+NAME+PHONE+SSN-PASSPORT,13
+NAME+DOB+ADDRESS+PASSPORT-DRLIC,13
+SURNAME+DOB+SSN+PASSPORT+ACCT_NUM,13
+NAME+DOB+SSN+PASSPORT+ACCT_NUM-DRLIC,13
+NAME+DOB+ADDRESS+DRLIC-SSN,13
+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,13
+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,12
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-PASSPORT,12
+NAME+PHONE+SSN+ACCT_NUM-PASSPORT,11
+PNAME+DOB+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,11
+NAME+DOB+ADDRESS+PHONE+SSN-PASSPORT,11
+NAME+DOB+PHONE+PASSPORT+ACCT_NUM-DRLIC,11
+SURNAME+DOB+SSN+DRLIC+PASSPORT,11
+NAME+DOB+ADDRESS+ACCT_NUM-SSN-PASSPORT,11
+SURNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,11
+NAME+DOB+SSN+PASSPORT-DRLIC,10
+PNAME+DOB+PHONE+SSN+PASSPORT-DRLIC,10
+SURNAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID,10
+PNAME+DOB+ADDRESS+PHONE+SSN+PASSPORT+ACCT_NUM-DRLIC,10
+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,10
+PNAME+DOB+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,10
+NAME+ADDRESS+SSN-DOB,9
+SSN,9
+NAME+DOB+ADDRESS+SSN+ACCT_NUM-PASSPORT,9
+ADDRESS+PHONE+SSN,9
+NAME+DOB+ADDRESS+PHONE+SSN+DRLIC-PASSPORT,8
+NAME+DOB+ADDRESS+ACCT_NUM-PASSPORT,8
+NAME+DOB+PHONE+SSN-PASSPORT,8
+NAME+DOB+SSN-PASSPORT,8
+NAME+PHONE+SSN+ACCT_NUM-DOB,8
+NAME+PHONE+SSN-DOB,8
+PNAME+DOB+ADDRESS+SSN-DRLIC,8
+PNAME+DOB+SSN-DRLIC,8
+SURNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID,8
+SURNAME+DOB+ADDRESS+SSN+LOGIN_ID,8
+PNAME+DOB+ADDRESS+SSN+ACCT_NUM-DRLIC,7
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,7
+NAME+ADDRESS+SSN+ACCT_NUM-PASSPORT,7
+NAME+DOB+PHONE+SSN+DRLIC-PASSPORT,7
+NAME+ADDRESS+SSN+ACCT_NUM-DOB,7
+NAME+PHONE+SSN-DOB-PASSPORT,7
+NAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM-PASSPORT,6
+NAME+DOB+ADDRESS+SSN+PASSPORT+ACCT_NUM-DRLIC,6
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,6
+PHONE+SSN,6
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID,6
+SURNAME+DOB+ADDRESS+SSN+DRLIC+LOGIN_ID+ACCT_NUM,6
+LIKELY_NAME+ADDRESS+PHONE+LOGIN_ID,6
+NAME+ADDRESS+PHONE+SSN+ACCT_NUM-DOB,6
+NAME+PHONE+SSN+DRLIC-PASSPORT,6
+SSN+ACCT_NUM,6
+NAME+ADDRESS+PHONE+SSN+DRLIC-PASSPORT,6
+NAME+ADDRESS+SSN-PASSPORT,6
+NAME+DOB+PHONE+DRLIC-SSN-PASSPORT,6
+SURNAME+DOB+SSN+DRLIC+PASSPORT+ACCT_NUM,6
+LIKELY_NAME+DOB+ADDRESS+PHONE+LOGIN_ID,5
+LIKELY_NAME+DOB+ADDRESS+PHONE+SSN+LOGIN_ID,5
+NAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM-PASSPORT,5
+ADDRESS+PHONE+SSN+DRLIC,5
+NAME+DOB+ADDRESS+PHONE+DRLIC+ACCT_NUM-SSN,5
+NAME+DOB+ADDRESS+SSN-PASSPORT,5
+SURNAME+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID,5
+SURNAME+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID,5
+SURNAME+DOB+PHONE+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,5
+DOB+PHONE+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,5
+LIKELY_NAME+ADDRESS+PHONE+SSN+DRLIC+LOGIN_ID,5
+NAME+DOB+ADDRESS+PASSPORT-SSN,4
+NAME+DOB+ADDRESS+PHONE+DRLIC-SSN,4
+PNAME+DOB+ADDRESS+SSN+PASSPORT-DRLIC,4
+ADDRESS+SSN,4
+NAME+DOB+ADDRESS+DRLIC+ACCT_NUM-SSN,4
+NAME+DOB+PHONE+SSN+ACCT_NUM-PASSPORT,4
+NAME+ADDRESS+PHONE+SSN+DRLIC+ACCT_NUM-PASSPORT,4
+SURNAME+DOB+ADDRESS+SSN+PASSPORT+LOGIN_ID+ACCT_NUM,4
+NAME+PHONE+SSN+DRLIC+ACCT_NUM-PASSPORT,4
+NAME+DOB+PHONE+DRLIC+ACCT_NUM-PASSPORT,4
+NAME+DOB+ADDRESS+DRLIC-SSN-PASSPORT,4
+NAME+DOB+PHONE+PASSPORT-SSN,4
+NAME+DOB+PHONE+DRLIC+ACCT_NUM-SSN,4
+PNAME+DOB+ADDRESS+PHONE+SSN-PASSPORT,3
+PNAME+DOB+ADDRESS+PHONE+SSN+ACCT_NUM-PASSPORT,3
+PHONE+ACCT_NUM,3
+NAME+PHONE+SSN+DRLIC-DOB,3
+PNAME+DOB+SSN+ACCT_NUM-DRLIC,3
+ADDRESS+PHONE+ACCT_NUM,3
+NAME+DOB+PHONE+ACCT_NUM-SSN-DRLIC,3
+NAME+DOB+ADDRESS+PHONE+PASSPORT-SSN,3
+NAME+DOB+ADDRESS+PHONE+DRLIC-PASSPORT,3
+NAME+DOB+ADDRESS+PHONE+ACCT_NUM-SSN-DRLIC,3
+NAME+ADDRESS+SSN+DRLIC-PASSPORT,3
+SSN+DRLIC,3
+NAME+ADDRESS+PHONE+SSN+DRLIC-DOB,3
+NAME+ADDRESS+PHONE+SSN-DOB-PASSPORT,3
+SURNAME+ADDRESS+PHONE+LOGIN_ID,3
+LIKELY_NAME+DOB+SSN+LOGIN_ID+ACCT_NUM,3
+LIKELY_NAME+DOB+PHONE+SSN+LOGIN_ID,3
+LIKELY_NAME+ADDRESS+PHONE+SSN+LOGIN_ID,3
+LIKELY_NAME+ADDRESS+PHONE+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,3
+DOB+SSN,3
+DOB+ADDRESS+SSN+DRLIC+PASSPORT+LOGIN_ID+ACCT_NUM,3
+ADDRESS+PHONE+SSN+ACCT_NUM,3
+ADDRESS+PHONE+DRLIC+ACCT_NUM,3
+DRLIC+ACCT_NUM,2
+DRLIC,2
+LIKELY_NAME+DOB+PHONE+SSN+DRLIC+LOGIN_ID+ACCT_NUM,2
+PHONE+SSN+PASSPORT+ACCT_NUM,2
+PHONE+DRLIC,2
+DOB+PHONE+PASSPORT,2
+DOB+PHONE+DRLIC+ACCT_NUM,2
+ADDRESS+PASSPORT+ACCT_NUM,2
+PHONE+DRLIC+ACCT_NUM,2
+DOB+PHONE+DRLIC,2
+DOB+PHONE+ACCT_NUM,2
+SURNAME+ADDRESS+PHONE+SSN+PASSPORT+LOGIN_ID,2
+NAME+DOB+PHONE+PASSPORT+ACCT_NUM-SSN,2
